chr	sart	end	log2FoldChange	stat	pval	padj
chr2L	5842790	5843030	0.6541045231663	2.06944323922319	0.0385045125218582	0.999987942713914
chr2L	6633660	6633910	-0.535667122823078	-2.20496104388285	0.0274568282843717	0.999987942713914
chr2L	7402110	7402670	-0.425049480108551	-2.11860004520389	0.0341242819147091	0.999987942713914
chr2L	8588220	8588470	0.602188899073122	2.29135798010081	0.0219427177640512	0.999987942713914
chr2L	8643710	8643930	0.450674031685213	2.15570382158398	0.0311067995852376	0.999987942713914
chr2L	11448750	11449100	-1.10110077151433	-2.90345533756852	0.00369069607882576	0.999987942713914
chr2L	11569220	11569420	-0.644591555882999	-2.306085276633	0.0211058678346761	0.999987942713914
chr2L	11846900	11847120	-0.669503094183111	-2.01493761112903	0.0439111865170312	0.999987942713914
chr2L	13108220	13108430	-0.505695548888052	-2.03078638195801	0.0422766690628296	0.999987942713914
chr2L	13346070	13346310	-0.497901870912754	-1.99080826165799	0.0465019707466563	0.999987942713914
chr2L	13459320	13459710	-0.497998518965928	-2.03555557578312	0.0417950025161279	0.999987942713914
chr2L	14714230	14714490	-0.54149853541385	-2.12063508452405	0.0339525232534894	0.999987942713914
chr2L	15161630	15162430	-0.419919573918298	-2.15359687580247	0.0312717994970555	0.999987942713914
chr2L	15483230	15484020	-0.365859856828035	-1.99043572097776	0.0465429582387327	0.999987942713914
chr2L	17847070	17847290	-0.579195944633351	-2.53087874063165	0.0113777175090766	0.999987942713914
chr2L	19224410	19224760	-0.466159790187279	-2.0003378492832	0.0454637946008937	0.999987942713914
chr2L	19412930	19413250	-0.689925974641376	-2.1628368036148	0.0305537338120527	0.999987942713914
chr2L	21317800	21318000	-0.562179775638467	-2.05663232303745	0.0397216065883357	0.999987942713914
chr2L	21888080	21888320	0.535754922716025	2.03446577317322	0.0419046561316016	0.999987942713914
chr2L	23071870	23072240	-0.521943129329281	-2.3145796701488	0.0206359465234247	0.999987942713914
chr2L	23585230	23585470	-0.615195282468698	-2.10714987477063	0.0351045902667188	0.999987942713914
chr2L	25237260	25237680	0.489541991381064	2.05297745036146	0.0400747645412753	0.999987942713914
chr2L	25410300	25410590	-0.516336300941567	-2.18435524859137	0.0289361539268245	0.999987942713914
chr2L	26407130	26407540	-0.567279929575533	-2.2498664512741	0.0244574241640094	0.999987942713914
chr2L	29821930	29822280	-0.664067976473943	-2.37003127559609	0.0177865806115934	0.999987942713914
chr2L	29844860	29845090	-0.590793674029989	-2.38302711560243	0.0171709294963392	0.999987942713914
chr2L	29976178	29976388	-1.16375136622449	-3.12862341255972	0.00175627240229289	0.697082529520329
chr2L	30136598	30137058	-0.59951542527974	-2.06624364319484	0.038805479826306	0.999987942713914
chr2L	30139499	30139749	-0.623194849289522	-2.24617874871181	0.0246925608694999	0.999987942713914
chr2L	30185818	30186348	-0.898042158578189	-2.81849754697838	0.00482489797035285	0.999987942713914
chr2L	30407811	30408071	-0.734559654340325	-2.47664510053882	0.013262370431698	0.999987942713914
chr2L	30486279	30486619	-0.600715576988653	-2.0458828434332	0.0407678987072306	0.999987942713914
chr2L	30597541	30598291	0.43140812246428	2.14004547458913	0.0323510918893223	0.999987942713914
chr2L	30736998	30737198	-1.2248086516593	-2.55072876442602	0.0107497949510086	0.999987942713914
chr3	686150	686880	0.502191198851506	2.32810997198975	0.0199062649314671	0.999987942713914
chr3	2292590	2292870	0.531718019357676	2.01299529463275	0.0441151243691683	0.999987942713914
chr3	2488110	2488350	-1.0375264134498	-2.0350096333196	0.0418499036849441	0.999987942713914
chr3	2489080	2489290	-0.971961990165316	-4.53061457763908	5.88123477187781e-06	0.00479150387638329
chr3	2490210	2490640	-1.2116426895172	-2.01485787025353	0.0439195433917251	0.999987942713914
chr3	2494070	2494510	-1.25737791512067	-2.22726671012086	0.0259294540024812	0.999987942713914
chr3	4914820	4915130	0.523133423465194	2.03215432659668	0.0421380350278059	0.999987942713914
chr3	4946050	4946430	0.531944077146352	2.03436979254182	0.0419143251539782	0.999987942713914
chr3	5032000	5032250	0.600733742239303	2.06429975863036	0.0389893038974289	0.999987942713914
chr3	6131810	6132080	-0.976865523606264	-2.0737498837185	0.0381025457714425	0.999987942713914
chr3	6149690	6150550	-0.36784831323616	-2.08070476831331	0.0374609373659109	0.999987942713914
chr3	6992880	6993330	-0.480132261279308	-2.10338929765593	0.0354317532174266	0.999987942713914
chr3	8987270	8987670	-0.523547131155446	-2.34390998330134	0.0190827763916496	0.999987942713914
chr3	9134250	9134500	-0.486131998960046	-2.79725667296443	0.00515385717586907	0.999987942713914
chr3	9277240	9277560	0.484708588681687	2.01859494224218	0.0435293371491783	0.999987942713914
chr3	9406930	9407440	0.49260652403706	2.08225263122866	0.0373194001509888	0.999987942713914
chr3	9511300	9511510	-0.520996648593012	-2.15746502128304	0.0309694497189772	0.999987942713914
chr3	10261000	10261240	0.727517405242919	2.38016221303819	0.0173050184337924	0.999987942713914
chr3	12205290	12205780	0.570946925743834	1.99814297270914	0.0457011620199097	0.999987942713914
chr3	12348010	12348330	-1.5906229692924	-4.0526161134593	5.06480725001694e-05	0.0307706014853528
chr3	12348450	12348790	0.450722317970348	2.35403600233518	0.0185708123353869	0.999987942713914
chr3	12413750	12413970	-0.625086775211523	-2.01879217851699	0.0435088243471255	0.999987942713914
chr3	12447690	12448490	0.567808094736228	2.99256233364531	0.00276646166052708	0.965813061124165
chr3	12564590	12565430	0.520698911260469	2.12296984174426	0.033756379115479	0.999987942713914
chr3	12689390	12689590	0.60442621586638	2.35813741363512	0.018366892701961	0.999987942713914
chr3	12692960	12694160	0.521277690963372	2.80707283057221	0.00499939371765808	0.999987942713914
chr3	13125540	13126050	-0.632224614451175	-3.06099344307668	0.00220603925399768	0.822852641741135
chr3	13128740	13129090	-0.72912056345304	-2.88394771773338	0.00392723948365526	0.999987942713914
chr3	13134710	13135400	-0.615081920975372	-3.0644219342273	0.00218091084335177	0.822852641741135
chr3	14223970	14224360	0.510444540649649	2.1697157556503	0.0300283857242606	0.999987942713914
chr3	14585560	14585820	-0.568230143373546	-2.04195143394838	0.0411563490512074	0.999987942713914
chr3	15569650	15570180	0.499872513542449	1.9970394995094	0.0458208922781508	0.999987942713914
chr3	17667460	17667670	-1.14438542664593	-2.40766717784573	0.0160548097265675	0.999987942713914
chr3	18164270	18164490	-0.506804918640994	-1.96440810092724	0.0494827841460602	0.999987942713914
chr3	18522620	18522850	0.69652645578029	1.96122295419582	0.0498530203133748	0.999987942713914
chr3	18628520	18628730	0.534810112694789	1.97305097788379	0.0484897546314872	0.999987942713914
chr3	20417730	20417950	0.574891567884218	1.98261268196232	0.0474107096991668	0.999987942713914
chr3	20560810	20561150	0.523156340386995	2.13524851831925	0.0327407156722391	0.999987942713914
chr3	20665450	20665660	-0.560824605920165	-2.31672443870481	0.0205187474242235	0.999987942713914
chr3	21107650	21107860	0.687352440183185	2.32045892784171	0.0203160642981377	0.999987942713914
chr3	23501370	23501670	0.566778324700102	2.12050871147244	0.033963167657639	0.999987942713914
chr3	24827150	24827490	0.548253778930609	2.11984651191626	0.034018991391309	0.999987942713914
chr3	24895310	24895570	0.544840003621656	2.07051993427566	0.0384036812632298	0.999987942713914
chr3	24960630	24960890	0.592602760632677	2.15181445767156	0.0314119706933857	0.999987942713914
chr3	26083020	26083330	-0.623298177707035	-2.41192888226782	0.0158683764384435	0.999987942713914
chr3	26929030	26929780	0.448743862544434	2.15649435463811	0.0310450841186536	0.999987942713914
chr3	26934810	26935500	0.486268866564478	2.34318009363789	0.0191201513325391	0.999987942713914
chr3	26941510	26941810	-1.37028169975949	-5.78060118177192	7.4434154606402e-09	1.00191608367809e-05
chr3	27097730	27097940	0.516527102527069	2.05748854897945	0.0396392552902426	0.999987942713914
chr3	27980840	27981460	0.442091172252591	2.06170778155682	0.0392355652777403	0.999987942713914
chr3	28308990	28309460	-0.694347761628579	-2.97225766020159	0.00295618481391962	0.984091673700404
chr3	29127440	29127670	-0.700764772784615	-2.48995090545829	0.0127760742068181	0.999987942713914
chr3	29296650	29297140	0.574500830352052	2.07862113398403	0.0376521869265384	0.999987942713914
chr3	29420150	29420770	-0.443846467698849	-2.01421101674072	0.0439873835312147	0.999987942713914
chr3	30773770	30774150	0.472671169858622	1.98562305307205	0.0470751947401783	0.999987942713914
chr3	31140390	31140590	-0.59375701159201	-2.04762026634929	0.0405972219777614	0.999987942713914
chr3	34197420	34198330	-1.09359436442708	-2.24217521295622	0.0249500504797894	0.999987942713914
chr3	34369960	34371070	0.406190463867586	2.359740041161	0.0182877452224786	0.999987942713914
chr3	35704780	35705400	-0.428873720589822	-2.08411955120386	0.0371492940668305	0.999987942713914
chr3	36172360	36172620	0.579973912003007	2.00874514763691	0.0445641680930521	0.999987942713914
chr3	37590580	37591430	-0.491527171463683	-2.6031626682573	0.00923681161671565	0.999987942713914
chr3	37593260	37593500	-0.645744167252811	-2.672596540341	0.00752667138356807	0.999987942713914
chr3	37593590	37594320	-0.855020297172047	-2.28489803755943	0.0223188071417633	0.999987942713914
chr3	38687940	38688170	0.886388323225603	1.97379391801083	0.0484051806989034	0.999987942713914
chr3	41191490	41191970	0.441041770565079	1.96439683160871	0.0494840899958137	0.999987942713914
chr3	41355880	41356080	-0.80266883533171	-2.25868145342694	0.0239032069596223	0.999987942713914
chr3	42313590	42313880	-0.51921536227852	-2.14719500137928	0.0317777604989679	0.999987942713914
chr3	42364060	42364390	0.496118188914201	1.96655140238127	0.0492349508013745	0.999987942713914
chr3	42646070	42646340	-0.775320486354902	-2.79457475702279	0.00519680238381802	0.999987942713914
chr3	43416350	43416660	-0.489142745570561	-2.20634814191406	0.0273596330227017	0.999987942713914
chr3	44577050	44577380	0.673858433919788	2.39110061976676	0.0167979485483094	0.999987942713914
chr3	44965050	44965340	0.650838222827114	2.03505840044109	0.041844997074979	0.999987942713914
chr3	45389250	45389450	0.551525488260431	1.97882739496548	0.0478354430002079	0.999987942713914
chr3	45616690	45617100	0.480803685202169	1.99170279183307	0.0464036772274534	0.999987942713914
chr3	47526940	47527290	-0.468051441941358	-2.12427210391524	0.0336473969728252	0.999987942713914
chr3	47775250	47775450	-0.550149003874744	-2.21850117851214	0.0265206793223838	0.999987942713914
chr3	50209320	50209680	-0.442141114503512	-1.972664550776	0.0485337932983706	0.999987942713914
chr3	50209690	50210460	-0.435473411533689	-2.05371098289252	0.0400036729239172	0.999987942713914
chr3	50896770	50897000	-1.42690279802594	-2.99702413908804	0.00272629124614836	0.965813061124165
chr3	51471830	51472080	-0.565126433251179	-2.21648120385836	0.0266585637653462	0.999987942713914
chr3	51573110	51573350	0.604161090015564	2.44789084335496	0.0143695181627053	0.999987942713914
chr3	51802210	51802530	-0.566339213049439	-2.46977214053355	0.0135199138781438	0.999987942713914
chr3	52264760	52265170	0.547370375561708	2.0945186813034	0.0362138006923658	0.999987942713914
chr3	52278320	52279050	0.383783193314706	1.96375096274805	0.049558979372063	0.999987942713914
chr3	52457690	52458380	-0.474351622393795	-2.49199563024118	0.012702760020903	0.999987942713914
chr3	53366330	53366590	-0.42527926535763	-2.16469904712974	0.0304107401092969	0.999987942713914
chr3	53367900	53368120	-0.408759404822468	-2.00469495805966	0.0449956678724211	0.999987942713914
chr3	54406100	54406460	0.551381699669599	2.0956472735437	0.0361134923549705	0.999987942713914
chr3	54449430	54449670	-0.499689757761382	-1.97839158254413	0.047884548588383	0.999987942713914
chr3	54535220	54535620	0.65183889810639	2.47296089210635	0.0133998805612513	0.999987942713914
chr3	54713040	54713610	0.424443482837154	1.98458556701595	0.0471905994343307	0.999987942713914
chr3	55185320	55186140	-0.782152030573105	-3.26145923252018	0.00110840369489694	0.476598194309923
chr3	55521450	55522020	-0.544145809820525	-2.52717744361155	0.0114983391564258	0.999987942713914
chr4	386500	387170	-1.78917778268011	-4.66464693477379	3.09147368048541e-06	0.00273454096211851
chr4	390060	390580	-0.939416806957169	-5.67828253580483	1.36053857729968e-08	1.68483655258483e-05
chr4	645470	646720	-0.340095228978792	-2.02596094726512	0.0427687867594752	0.999987942713914
chr4	1267780	1268460	-0.376201073013137	-2.07452051061977	0.0380309959033744	0.999987942713914
chr4	1772660	1772930	-0.631088552064622	-2.06319734387562	0.0390938824047275	0.999987942713914
chr4	1802980	1803540	-1.59645275145894	-4.20681468991694	2.58995344810074e-05	0.0178183041777224
chr4	1862701	1863001	-0.772362888918592	-4.29339713711321	1.75959854780991e-05	0.012380775327647
chr4	1882334	1883254	-4.08272393489916	-5.48089615448002	4.23176826034115e-08	5.03889667584237e-05
chr4	1889178	1889508	-4.63197797046914	-6.58139695435392	4.66048459581807e-11	8.48729074129009e-08
chr4	1893908	1894498	-0.405228925499223	-2.44122324780197	0.0146376028363386	0.999987942713914
chr4	1894895	1895138	-0.332568493805216	-2.07847095207409	0.0376660036418854	0.999987942713914
chr4	1895535	1896358	-0.318723196785479	-2.17984599861422	0.0292688789474457	0.999987942713914
chr4	1897038	1897305	-0.372256852889896	-2.3757163630098	0.0175149205301316	0.999987942713914
chr4	1985625	1986215	-0.518217705617852	-2.05417728635837	0.0399585359352192	0.999987942713914
chr4	2017479	2018029	0.507062284757481	2.46340018559145	0.0137626209372614	0.999987942713914
chr4	2127078	2127835	-1.41314380166683	-5.69750179455678	1.21575702570409e-08	1.56827590661554e-05
chr4	2132295	2133055	-0.584561101920279	-2.21483567315018	0.0267713456986475	0.999987942713914
chr4	2238775	2239145	-1.83745142131404	-6.14228495672785	8.13427609763845e-10	1.39905029837105e-06
chr4	2275655	2276215	-0.968162355117466	-3.41733199879807	0.000632381105610556	0.296634646190867
chr4	2311648	2311888	-1.38739224037289	-4.95053983768323	7.40079053921164e-07	0.000716003357198291
chr4	2387769	2387969	0.78332425131063	3.08303459618561	0.00204901332598073	0.783153130358488
chr4	2388425	2389445	0.613634186243059	3.17846397379206	0.00148057616297673	0.595287758825928
chr4	2390045	2390568	0.509007139031539	2.52120653473604	0.0116953184201373	0.999987942713914
chr4	2391615	2393595	0.607579803143602	3.40001456466363	0.000673822638527069	0.310230490587198
chr4	2393969	2396288	0.348955479973372	2.44325256916268	0.014555546732253	0.999987942713914
chr4	2397348	2397548	-3.69035987855247	-7.58411645970758	3.34760374312141e-14	8.63653869027464e-11
chr4	2397694	2398405	-1.41185623354338	-4.74847876644259	2.04952400858485e-06	0.00192276405399328
chr4	2408348	2408568	-0.578714760983563	-3.2106184417616	0.00132449672829127	0.545667601414974
chr4	2408648	2408868	-0.518758196228919	-2.89643151431092	0.00377433014389724	0.999987942713914
chr4	2422549	2422809	-1.4030157447338	-4.0998273536619	4.1345846132466e-05	0.0272345968173407
chr4	2429425	2430295	-0.621898124548717	-2.67520784329976	0.0074682934176579	0.999987942713914
chr4	2465035	2465295	-0.851242548090349	-2.8757811088454	0.00403029093888661	0.999987942713914
chr4	2474258	2474548	-4.61526240877305	-2.21399997547798	0.0268287806210285	0.999987942713914
chr4	2514628	2515038	-0.893271964438911	-4.45160403895439	8.52312208009718e-06	0.00659668341194322
chr4	2599585	2599909	-0.535771933301809	-1.9613850042843	0.0498341279558484	0.999987942713914
chr4	2619845	2620125	0.637729379143205	3.01949591617435	0.00253195706498845	0.922198338529147
chr4	2622545	2623485	0.777164191780028	4.01832362983186	5.86136573626987e-05	0.0348965426594575
chr4	2623955	2626105	0.635153953117591	3.96795559024075	7.24918381245015e-05	0.0415606447499341
chr4	2627115	2630835	0.588379534149543	3.73075924819477	0.000190903586630731	0.10368744102633
chr4	2651315	2651695	-0.922245501068648	-3.85396281626653	0.000116221253783689	0.0654198871979862
chr4	2686048	2686768	-0.770198307504802	-3.70209728977506	0.00021382458903047	0.114134404341281
chr4	2753368	2754809	0.472517739596383	2.90042494037435	0.00372657077406667	0.999987942713914
chr4	2806228	2806938	-0.674702134999441	-3.12097398744678	0.00180253955816424	0.706390154192488
chr4	2859605	2859805	-0.906193655813075	-2.40377280976919	0.016226854376172	0.999987942713914
chr4	2886119	2887495	0.527333775083864	2.98294952946627	0.00285485067320055	0.967585920480835
chr4	2922238	2922468	-1.55073762034123	-3.79550674255601	0.000147342190371812	0.0814565512807306
chr4	2940934	2941154	-0.588572216285844	-2.14002232148564	0.0323529628741472	0.999987942713914
chr4	2990915	2991275	-1.49484231929704	-4.40085626955079	1.07824532284175e-05	0.00814180413411167
chr4	3029955	3030345	-0.942672414363294	-3.39695295455074	0.00068140680771115	0.310230490587198
chr4	3111999	3112299	-0.609378591593004	-2.08021973071151	0.0375053833011269	0.999987942713914
chr4	3116919	3117748	-0.48857765956032	-2.4103123543794	0.0159388680489458	0.999987942713914
chr4	3175545	3176229	-0.473471336926038	-2.02903853304658	0.0424543657104129	0.999987942713914
chr4	3249798	3250038	-0.712416875824212	-2.65786944159525	0.00786363497347646	0.999987942713914
chr4	3459945	3460579	-0.664526964822741	-2.08332017738574	0.0372220487439093	0.999987942713914
chr4	3461528	3461818	-0.939917345256868	-3.00422552774281	0.00266257876997548	0.958497396972918
chr4	3470038	3470258	-1.10205089521444	-2.98075916920342	0.00287534819226192	0.967585920480835
chr4	3509889	3510545	-0.543358769248196	-2.24318597279824	0.024884824467956	0.999987942713914
chr4	3511055	3511579	-0.705414494164833	-2.75806102936542	0.00581453412080771	0.999987942713914
chr4	3515539	3515919	-0.456861099995808	-2.44257737929621	0.0145828030650693	0.999987942713914
chr4	3610988	3611409	-0.976532253107398	-3.96871380743847	7.22616046216497e-05	0.0415606447499341
chr4	3621644	3621954	0.774236565171798	2.75807496095846	0.00581428631298543	0.999987942713914
chr4	3635115	3635405	-0.731679826619652	-2.52096653362533	0.0117032982217859	0.999987942713914
chr4	3732059	3732349	-0.940861253403728	-3.24664259519744	0.00116774933471001	0.491667807042204
chr4	3779589	3780365	-0.785232351304097	-3.31614782004577	0.000912675399277278	0.403650252660361
chr4	3805278	3805528	-2.0418623842666	-5.84151819248364	5.1727228522259e-09	7.27919667191189e-06
chr4	3856019	3856259	0.567582087830458	2.14466122645045	0.0319799431320467	0.999987942713914
chr4	3873618	3873908	-0.751475467966508	-2.71552270553507	0.0066171238801105	0.999987942713914
chr4	3879768	3880469	-0.383740602916327	-2.27204392838461	0.0230838572342572	0.999987942713914
chr4	3881355	3882218	-0.397854678113316	-2.42858793666557	0.015157748792215	0.999987942713914
chr4	3882598	3882834	-1.14633646183509	-3.52870256082652	0.000417602212728103	0.208524950062086
chr2R	13210	14620	-0.738579982387175	-4.08519266599472	4.40402579972935e-05	0.0278461601587466
chr2R	15390	15590	-1.4434504451225	-6.99298195620503	2.69104132644074e-12	5.95085345894849e-09
chr2R	15770	16160	-1.14108694866298	-2.42942211798506	0.0151229136445926	0.999987942713914
chr2R	16420	17890	-1.11217424928376	-3.20737182506714	0.00133953737871178	0.545667601414974
chr2R	218090	220570	-0.487208439165151	-2.52418452459155	0.0115967039439143	0.999987942713914
chr2R	220840	221080	-0.641261445090049	-2.03588576196567	0.041761827866272	0.999987942713914
chr2R	512330	512640	0.499302559255776	1.98971282785973	0.0466225787933199	0.999987942713914
chr2R	712540	713070	-0.93177592304799	-2.2461838623152	0.0246922334628358	0.999987942713914
chr2R	776720	777130	-0.490085482024942	-2.94677694656637	0.00321104734584482	0.999987942713914
chr2R	2680220	2680560	0.564050452099906	2.12615438701829	0.0334904066394404	0.999987942713914
chr2R	3315340	3315730	-0.50893328606786	-2.37178878570412	0.0177022069378533	0.999987942713914
chr2R	4103420	4103680	0.577318229370214	2.11486321090334	0.0344416075121814	0.999987942713914
chr2R	4410100	4410780	-0.440522940619052	-1.96473893804377	0.0494444607618811	0.999987942713914
chr2R	4485150	4485630	-0.42798050326816	-2.04057168300701	0.0412934191970283	0.999987942713914
chr2R	4690470	4690860	-0.4003259928713	-2.75156291012749	0.00593116263739164	0.999987942713914
chr2R	4864010	4864230	-0.687678440746394	-2.47025953149566	0.0135015058629024	0.999987942713914
chr2R	5054720	5055000	0.51761253300785	2.19293936998485	0.0283117476831533	0.999987942713914
chr2R	6402730	6403000	0.485196828394107	2.03561161522536	0.0417893705188857	0.999987942713914
chr2R	7687420	7688050	0.560031946519952	2.36913102275074	0.0178299358291603	0.999987942713914
chr2R	8131620	8133950	0.372221803808998	2.16016268818932	0.0307600774838244	0.999987942713914
chr2R	8136160	8136800	0.493383582199854	2.48752136812696	0.0128636725658302	0.999987942713914
chr2R	9574120	9574340	0.579617674159002	2.18459153016127	0.0289188095066943	0.999987942713914
chr2R	9688760	9688980	0.606565429398311	2.20570795701732	0.027404454430219	0.999987942713914
chr2R	10238280	10239070	-0.405273045420165	-2.13099376214338	0.0330896560820798	0.999987942713914
chr2R	10807990	10808280	-0.677537837958493	-2.81322556140282	0.00490472329979737	0.999987942713914
chr2R	11114790	11115000	0.960117816870183	2.17301718747538	0.029779023713964	0.999987942713914
chr2R	11821720	11821990	-0.541927649880906	-2.23826749383691	0.025203616566323	0.999987942713914
chr2R	12544700	12544920	0.650186366737257	2.54807040266166	0.0108320608344195	0.999987942713914
chr2R	12976170	12976620	0.463563457000138	2.04889563683945	0.0404723210879012	0.999987942713914
chr2R	13305810	13306410	0.507251604806788	2.22714130042445	0.0259378317221237	0.999987942713914
chr2R	13941030	13941400	0.586888763158987	2.28012487647294	0.022600283211458	0.999987942713914
chr2R	14193470	14193810	0.482609883139272	2.05110960999325	0.0402562736699902	0.999987942713914
chr2R	14764420	14764660	0.602144851675316	2.0663497201492	0.038795469847503	0.999987942713914
chr2R	15010170	15010500	-0.462958767769965	-1.96198980734963	0.049763670938218	0.999987942713914
chr2R	15287850	15288220	0.479148614703507	2.05537160905118	0.0398431255500522	0.999987942713914
chr2R	16074440	16075120	0.45495593357242	2.17831213067934	0.029382806656489	0.999987942713914
chr2R	16402820	16403350	0.701544052627734	1.98752123360462	0.0468646652495571	0.999987942713914
chr2R	17717050	17717280	0.605660567136635	2.07530980004247	0.0379578317671951	0.999987942713914
chr2R	18187290	18187610	-0.472377809764193	-2.01167485049473	0.0442542233919969	0.999987942713914
chr2R	18400730	18400940	0.590292208899472	2.0173623172599	0.0436577167200265	0.999987942713914
chr2R	18969120	18969320	-2.47305927714639	-5.04825212697951	4.45870478594746e-07	0.000460123471560491
chr2R	19686110	19686420	0.551049061646374	1.97762173109128	0.0479713958645706	0.999987942713914
chr2R	19906550	19907320	0.376674510846503	2.04290615628534	0.0410617287902828	0.999987942713914
chr2R	20924980	20925290	-0.493738759283918	-2.03963192996747	0.0413869993378392	0.999987942713914
chr2R	21257280	21258340	0.395051099144062	2.41759404507147	0.0156234961295493	0.999987942713914
chr2R	21259030	21259700	0.403470387694309	2.26135418426242	0.0237373334325665	0.999987942713914
chr2R	21354390	21354600	0.908357919941533	2.57076296738517	0.0101474753944604	0.999987942713914
chr2R	21425560	21425830	0.646088618205391	2.17699482041022	0.0294809539013809	0.999987942713914
chr2R	21452530	21452770	-0.711582006340097	-1.98847232898343	0.0467594763783092	0.999987942713914
chr2R	21532090	21532410	0.464623047399005	2.05132561643656	0.0402352474539382	0.999987942713914
chr2R	21849640	21850030	0.529895527092707	2.28798854918461	0.0221381879695699	0.999987942713914
